[],[]_1,[]_2,[]_3,[]_4,[]_5,[]_6,[]_7,[]_8,[]_9,[]_10,[]_11,[]_12,[]_13,[]_14,[]_15,IL1DR/URYDR,[]_16,[]_17,[]_18,[]_19,IL1DL/URYDL,OLQDR/URYDR,OLQVR/URYVR,OLQVL/URYVL,OLQDL/URYDL,[]_20,[]_21,BAGL,BAGR,RMED,RMEL,[]_22,[]_23,RID,[]_24,[]_25,RMEV,ASKR,AFDL/ASKL,AVAL,[]_26,ASKL/AFDL,URXL/URXR,ALA,[]_27,[]_28,[]_29,[]_30,AVEL,[]_31,[]_32,[]_33,[]_34,[]_35,[]_36,[]_37,RIVL/AVHL/AVJL,AIBR,[]_38,AVBL,AIBL,[]_39,RIMR,[]_40,[]_41,[]_42,RIBL,[]_43,[]_44,RIBR,[]_45,SMBDR,RIML,[]_46,[]_47,[]_48,[]_49,[]_50,[]_51,[]_52,[]_53,[]_54,[]_55,[]_56,RIS,VB02,[]_57,AVFR,SABVL/SABVR,AVFL,SABVR,RIFR,[]_58,VB01,[]_59,RIGR,SABD,VA01,RIGL,[]_60,SMDVL,[]_61,AVAR,AVBR,DB01,DB02,[]_107,[]_108,[]_109,[]_110,[]_111,[]_112,[]_113,[]_114,[]_115,[]_116,[]_117,[]_118,[]_119,[]_120,[]_121,[]_122,[]_123,[]_124,[]_125,[]_126,[]_127,[]_128,[]_129,[]_130,[]_131,[]_132,[]_133,Action
0.0747389949705912,0.2003469863310787,0.2396622353422153,0.2310967013056288,0.1455582281291432,0.2146994173345808,0.1920835587331044,0.1544046844795665,0.1385542625311622,0.1083900784787417,0.2761985372123339,0.1189255762285779,0.170119234025809,0.1886951061641728,0.0743965078520079,0.2378893727271493,0.1255046164929687,0.1742125505197849,0.0923553613218541,0.2302403601929075,0.1371478405033002,0.3491276453044432,0.1201656262338126,0.0984020618822061,0.1869757109693541,0.1640976415168327,0.2012551950809631,0.0910927955612241,0,0,0.2804801842261515,0,0.1934392426485254,0.143877264125646,0.2723826620932152,0.1680154165107086,0.2195178599841032,0.5014993242689674,0,0.1388961369736987,0,0.6822459180479161,0.4009816081591986,0.2510531056990308,0,0.1478554392295401,0.2617104335419804,0.1696335218081581,0.2108004424429315,0,0.2092062445512121,0.2165990258887962,0.3074581406856276,0.300636539760901,0,0.41038389862378,0.4211311613678032,0,0,0.0787125511816118,0.1929216072966106,0,0.0673823277478113,0,0.3101580268102353,0.3114719811644149,0.146159907775031,0.1338692224940632,0.3798090436800752,0.3708681597250802,0.1291658036554341,0.1779260765607242,0.2834421131230447,0,0.2090899945522795,0.1322884054087061,0.2511806116525719,0.3793181569924448,0.2102337071354061,0.4152152521311736,1.0587970701673286,0.0751258467383477,0.1397607262242313,0.2257584355431046,0.1983258576551789,0.1960256498801387,0,0.2751210936989008,0.5086314074154719,0.2540698375977284,0.5256696897595712,0.5219718779841198,0.1215673418835727,0.0860453744686604,0,0.1163114988272606,0.3203024311831588,0.8162905144541064,0,0,0.1966898989722603,0.1944994892796347,0.9681374209802068,0,0.0996826054774138,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.036285748891772,0.1984212323511054,0.222966826876479,0.1854587977992177,0.1283586914439862,0.2393251970022163,0.1918915441062001,0.1084296761939196,0.1515128630595992,0.1152882659252236,0.2243852197515679,0.107795577686157,0.1690740831782662,0.201526434094486,0.1262189933826669,0.1874236498150863,0.0580962694041731,0.1186273174086778,0.1293856652786782,0.1700090940218093,0.1141657744738775,0.3189389851102731,0.1370267583762865,0.0880639153957032,0.2154291124143657,0.1948140641713978,0.1877506752028617,0.1184244307932547,0,0,0.2344930467915593,0,0.0722135972609834,0.1241563375247156,0.2470027047712684,0.1805386561977595,0.2730062467646912,0.4928769550468259,0,0.139515034562945,0,0.6511807882249463,0.4268853569158617,0.2346440496667412,0,0.1574283321859895,0.211120148013892,0.153614152050991,0.1911764004914709,0,0.1607125188563096,0.1883860016592549,0.3377499890923412,0.2686816805321232,0,0.3700220394546532,0.3408707825610495,0,0,0.1026301290599718,0.2486710574068455,0,0.0674270369918605,0,0.3436034763146001,0.21639336160112,0.0933246988938183,0.1362291898731622,0.4125730297839938,0.4307143360253584,0.079042517280466,0.175893635203268,0.2420729015843365,0,0.200820644960068,0.1356712949105691,0.1970166198310674,0.3540138432880657,0.1872592074708858,0.4269231383426457,0.9415830361249244,0.0628428484984713,0.1457719607582415,0.1810907856969847,0.2078643124743293,0.1408663497177782,0,0.283688747841764,0.6371961486192894,0.2167955632536735,0.4412101125504974,0.4690669690979516,0.0952911676502306,0.0857607159930298,0,0.1088951379333802,0.3460976846837802,0.7496121592171441,0,0,0.1703159368761924,0.1713539312487244,0.94334159190863,0,0.0914201523375755,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.1005801792814338,0.1690689081998688,0.2203742547800362,0.2227788912817945,0.1818181154446201,0.2227384258066187,0.1635651187341591,0.0864208109841224,0.1122447144595206,0.1044686066686786,0.255954354638533,0.1288188196184752,0.1873775044512104,0.1584326333639536,0.0745152922406957,0.1930930456700623,0.0475761679498374,0.1255688490220794,0.0867112511899861,0.2136390246964765,0.0885996614681505,0.3150915755797847,0.1458398162194822,0.0764008274592724,0.1891443850787773,0.1610484574788295,0.1791412286470961,0.0907294046543203,0,0,0.2502880169258337,0,0.0736373724520036,0.0928945937395018,0.2028177070755954,0.1683791071269138,0.251451762705092,0.4922169073833657,0,0.1380557054396345,0,0.5902256749020136,0.4989128510226293,0.2283500021758788,0,0.120228978815124,0.2322660117736099,0.1314170847047653,0.1682038397974963,0,0.1863506260500071,0.1714247989271755,0.3167366219509631,0.2877100967880708,0,0.3556896045534983,0.3665180949856861,0,0,0.0759162413533265,0.2263166035399759,0,0.0718305770890457,0,0.2616761485051964,0.2615551408502048,0.1383077301093707,0.1075925707805123,0.4016785021641196,0.3824393174143958,0.0981560801855809,0.1451543950116851,0.1553645344894121,0,0.1761729548316712,0.1396747864433498,0.2237437091064809,0.3490534606460127,0.1940142024657682,0.3952716141003998,0.9254217497476582,0.119243323059613,0.1248702094214162,0.204097142641392,0.1751564064099708,0.1651979483499073,0,0.2989368670806664,0.6417038729364684,0.2597645115667522,0.40023899506062,0.4946098155690568,0.078919086210401,0.0836733398212092,0,0.1104446024710648,0.2971864992233897,0.7514716218502699,0,0,0.171078045681432,0.1493496729234804,0.8969414262018955,0,0.1047080069257215,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0380562809914362,0.1503472514159338,0.2400561600590465,0.2082213345231955,0.1383533034144657,0.2471270993906209,0.1972218685075628,0.1426952110937707,0.1466883052280791,0.0742234385308691,0.2277478882991574,0.1612985204297436,0.1442609255374811,0.1844391595076349,0.0698824420871631,0.153072846250873,0.0305231399617698,0.1224678197392885,0.0788511908421865,0.1687602667314731,0.1031021556012465,0.254290414365681,0.1028924973585905,0.0652175285514655,0.1594994861587162,0.1399004686457532,0.1804017625498435,0.1034016960674173,0,0,0.1838504110866745,0,0.055524690343006,0.1382488058838828,0.2382692974038303,0.1811751111627713,0.2653941470610867,0.4264249293067272,0,0.1168330539454725,0,0.630674802940103,0.5185892742472054,0.2189685662065448,0,0.1274958784535576,0.2571648523139815,0.1419734781094923,0.2190554131305524,0,0.159219476143265,0.1830438905625369,0.3307893477316046,0.260983299045693,0,0.3631013941467369,0.3463195679613713,0,0,0.0932514404262718,0.241478834136906,0,0.0687928204723675,0,0.2631991981979633,0.2160387608935197,0.1174096716385946,0.1241616551854107,0.3887832804693631,0.3534272681198946,0.0705527553925557,0.1484269700787754,0.157831444168345,0,0.1721640873282246,0.1276825648459174,0.2579798465567895,0.3153719832424515,0.1742282568130251,0.3740284454755693,0.8764838892323257,0.0598841695697416,0.1410743865048795,0.192699701731682,0.1464620002354015,0.1710458563200043,0,0.2526336445481552,0.5686119438223065,0.233023408977077,0.3494785798321662,0.4294818847753701,0.0995058316324908,0.0620560297615964,0,0.094098550333036,0.2453632751999002,0.7023766831342659,0,0,0.1701951655354714,0.1661876479144088,0.8063040493780376,0,0.0929035122133519,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0420994006090333,0.228613726658496,0.2582313482863771,0.181348870163031,0.0912671649850713,0.2487590075356383,0.1800754014266328,0.1042490061780654,0.143082057404551,0.1144503532766958,0.2249531014488157,0.201316476448401,0.1191934024906034,0.1565695586035969,0.0826127851683478,0.1225538553144027,0.0986276044561575,0.0973998151142123,0.0888654327587838,0.1509386864029167,0.1025254585090789,0.189628317416556,0.1196345577690811,0.1312166349835459,0.1246674455696537,0.0882511119654718,0.182918628575663,0.1178677468507636,0,0,0.1781175273882638,0,0.091841363844481,0.1286415578467317,0.2396121385601803,0.1707517175785202,0.2477904115912756,0.3574613734992995,0,0.1274371983201991,0,0.5929390543119959,0.4751284956766306,0.2604184476431677,0,0.1444809732568401,0.2006740161168527,0.1425104070636038,0.1773820068494545,0,0.1501556511883166,0.1799387884875696,0.2892896409398384,0.2358413558831391,0,0.3716244745569608,0.3211388422246515,0,0,0.10158271403838,0.2359938863793298,0,0.0905384201938259,0,0.2758309527554508,0.2461708656334602,0.1184208637957511,0.0924112880880989,0.3711801016761491,0.3688252204340769,0.1079572408306865,0.1782475927076665,0.0785129231437431,0,0.1905550703733622,0.1370463543124056,0.2120624859619213,0.3074020382023406,0.2113192746200183,0.4264481268190818,0.8981787055964354,0.0589478079007979,0.1370772229838677,0.1367751026938473,0.1646078898656084,0.1719110110906188,0,0.3263893830982547,0.495998184391166,0.2824967237510767,0.3327759161593797,0.4179970954248193,0.1079369381363613,0.1149649932351957,0,0.1067618125277547,0.3025249933066398,0.6741297514844327,0,0,0.1665803543718229,0.1546833468812938,0.7831014455985754,0,0.1083748170859351,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.078765114568279,0.2210726262299314,0.2150815887457113,0.215283942205563,0.0643435104773064,0.2186706733059507,0.1653447524828943,0.1173217829759454,0.140658366773938,0.1046235003015021,0.2454429743837796,0.1410247070867671,0.1869155402676545,0.1254605492108684,0.0880059731343483,0.1488797544540268,0.0442646928346752,0.1301916804742964,0.0961772963632694,0.1772395391918315,0.1195717795672217,0.2159615268447523,0.0790044354263688,0.1242779653336474,0.146215289789283,0.1325863402301734,0.158060900013482,0.1109942465052826,0,0,0.0883756989518473,0,0.1151054213883084,0.1116451356643626,0.21380727919205,0.1413860742890247,0.2255835772321137,0.3969576596040611,0,0.1237768756159329,0,0.5235853948863303,0.4425389117557816,0.2246009788290937,0,0.1259986781365392,0.2075125520836516,0.1007591097819033,0.1914600870343035,0,0.1569572902144094,0.1804145702571211,0.3061477832661141,0.2434123128175656,0,0.3524264981376619,0.2951672315827318,0,0,0.0659225567436461,0.2481383188869139,0,0.0925236937391511,0,0.2841066446861378,0.2068970526749034,0.085350557491368,0.0791743367289135,0.3784818594507759,0.3555937977182788,0.0699315140918737,0.150579979991335,0.0830636870282681,0,0.153780616639402,0.0976502940164267,0.1773846958156419,0.3337233262011454,0.2068004749504772,0.3605200878794472,0.867496016529576,0.0442249488417756,0.0768790820109397,0.1945323520486013,0.1994700278076757,0.2219920338750054,0,0.2597340639490584,0.4711744488934208,0.2304558410265575,0.287244207681699,0.4176596176844909,0.1449354518334904,0.0872077761458227,0,0.1734749383110641,0.2786200442922779,0.6637972086688975,0,0,0.1417264453572435,0.1244389046811398,0.791218827624854,0,0.09514934679163,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0464699148659326,0.1644753256553865,0.1935604367454246,0.197096930226698,0.086430564862024,0.2311417460365066,0.1768974136681167,0.1211588941762276,0.1301870239220239,0.0440051941752928,0.2182456743597949,0.0939450073910306,0.1288164869534214,0.1282650727812391,0.0583822767542769,0.1302982962152989,0.0427596038659132,0.1220968485653659,0.1177577174557056,0.1644300141262951,0.0777927650316723,0.2314401264245527,0.1269216581996641,0.0348803873239187,0.1404981356663208,0.1704189114092051,0.0938114869904418,0.0894304754551742,0,0,0.1189213772924955,0,0.1299867092586697,0.0822350768156539,0.2215736732713611,0.1702019684914488,0.2095513908416626,0.3823752211432971,0,0.0932204653603565,0,0.5179892100883745,0.3618517165186605,0.2514089540885964,0,0.1116639017994238,0.2461612346435682,0.1058210018881991,0.1931768049763276,0,0.1311457487661662,0.1866998978443532,0.3075161641759836,0.2614873074623021,0,0.3115353558132958,0.2640199792453919,0,0,0.0987671855858454,0.2119735483214975,0,0.081484844051205,0,0.2091876709781597,0.2362341101812803,0.1362715820264339,0.0980963438341675,0.343021496943982,0.3681637445943324,0.0974404561892376,0.135262032133445,0.1231299985517424,0,0.171114989510525,0.1102570333111401,0.1827581346496103,0.2896175807121088,0.1792055144234978,0.384652962641054,0.8782776562513697,0.0264157478646567,0.0915552853025691,0.1696168856451716,0.1538716803574205,0.1766779258626079,0,0.2830042149957898,0.4074230723666148,0.2371698292567714,0.3149471956086085,0.3949800589164844,0.1145218361026161,0.1165010930557821,0,0.1330017914701298,0.2659220829082764,0.6188876961161285,0,0,0.0880165149683307,0.1097998337897949,0.741914555056544,0,0.0981229981313873,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0337549208625245,0.1268505258710186,0.2057527240306551,0.1863319441236834,0.0550241041320569,0.2161997621183984,0.1410936621314347,0.0976134684400646,0.1215196951540045,0.1145853652357777,0.2295243532578375,0.1202386866951485,0.1299864739596739,0.1484614913503692,0.0798126757116373,0.1626731288786302,0.0352748107885423,0.0995812221939456,0.1232474059697383,0.1863428585944022,0.1420030419380809,0.2131177312185463,0.0797183450812244,0.0637633803912909,0.1326205846073653,0.1372453812733127,0.1246903658280798,0.0986466873919722,0,0,0.0836995227070034,0,0.0633205863389456,0.1216784763702678,0.1565510860386398,0.1515018853114407,0.2189791521356932,0.2478201302176306,0,0.1314875429603779,0,0.4288101716620449,0.463982200702197,0.2476528545484271,0,0.0895483446173968,0.2035253328971666,0.1037986847820495,0.1657056813452755,0,0.1346445963361298,0.1677687916453589,0.2585096266910838,0.2301476552558223,0,0.3226802176924741,0.2789197544356208,0,0,0.0779149782752623,0.2041277757389148,0,0.0729674126181134,0,0.2506187322038569,0.2087482074276792,0.1587569222551321,0.1029078594160319,0.3308470123849665,0.3496393196283729,0.0858728566696591,0.119840739799752,0.040069888705928,0,0.167686317187379,0.1421632789006557,0.1865860305840461,0.3251643896394935,0.1937164127235857,0.3730689044901778,0.8547202833266596,0.0691457271877902,0.107518657181038,0.1355803866923479,0.1464110293027336,0.1478318328063479,0,0.2314435368417311,0.333388247497755,0.258642342765806,0.4256420791157291,0.3834214463102372,0.0577329391504324,0.1231549424172753,0,0.0888268621063084,0.2668558443204563,0.5552924199284275,0,0,0.1181968565616045,0.1794723764883632,0.657614786435812,0,0.1080213060875023,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0685631496176595,0.1346825526564097,0.1929029357597793,0.1789904671803051,0.1425591741086356,0.209690199109483,0.1577398201027458,0.0600505506651258,0.135880156265147,0.0778096404687433,0.2301965802083567,0.1010381028437303,0.119907315139585,0.1640234714876696,0.1157654256437488,0.1364404676488697,0.0530230249025827,0.1451237023521914,0.0688215067638056,0.1835125229427481,0.1038864871860802,0.175289922706336,0.0968721210264611,0.0533018158037443,0.1422696913321697,0.1289754520902817,0.1330140913658892,0.0792709935047109,0,0,0.1222385699312063,0,0.1098876793025522,0.0950119855701541,0.1778738038880625,0.1205919697218047,0.2029773302303814,0.3580849014882563,0,0.1494310330034929,0,0.467440890948769,0.4110393654851678,0.2331463560779432,0,0.1110957476336813,0.1787059340297128,0.1190961122438056,0.1780235097848432,0,0.0982761872198938,0.17999721782769,0.2871859627921387,0.228060291686772,0,0.3624831084800088,0.2520494914154081,0,0,0.0755222595562139,0.195998888949163,0,0.1015075356683568,0,0.2555180150304528,0.1688860632245274,0.1263237266701999,0.0741937488572028,0.316721758352438,0.3502086355291074,0.1025798742421804,0.119743136683716,0.0371327974552728,0,0.1635164878538006,0.0891809015944959,0.1629895286551168,0.2921844229685637,0.1763341910585898,0.3812633117769899,0.7891421991414238,0.0637540698301235,0.1011817191714457,0.1889642222886629,0.1593077388122035,0.1387570358497236,0,0.2258152917586322,0.3305910762874637,0.2461628772820254,0.442000959539637,0.4104143924468157,0.0954428516490779,0.0875378224802523,0,0.0716087206098448,0.2745578185289492,0.5417801881611009,0,0,0.1243062205904896,0.1096248345015928,0.6204311265328275,0,0.1311589475143317,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0531185649501342,0.153934500820382,0.1838928858071311,0.234326609199635,0.1081405136843616,0.2216763707913496,0.1580864026057427,0.1146863490536251,0.0882354295450529,0.0194610222863909,0.2304341768513216,0.1125189103212773,0.1658550232609228,0.2060701928395247,0.0509311639698657,0.1753110300620908,0.0408300348243326,0.1201917012852202,0.0937219926396935,0.1580439432581086,0.0528159305670437,0.1882891639166011,0.1006010877387224,0.071282025346218,0.1369715896156615,0.1348563104287363,0.1389091882510715,0.0714387597027172,0,0,0.0960823364833765,0,0.0876371267348643,0.0583374514287051,0.1169943795995962,0.1804854966346549,0.1918703605556178,0.3123270512045333,0,0.1482538448946202,0,0.4670173864698785,0.4942669091752714,0.1995218707870767,0,0.1182094592491207,0.2517567045937743,0.1464732727169528,0.1663346311598859,0,0.1268626767408665,0.1639124551974158,0.331651835534388,0.1959053258411842,0,0.3147595081231482,0.2978850040702232,0,0,0.1072810361283227,0.2284147160475089,0,0.0616219460189293,0,0.2236941044210605,0.2003270849293341,0.1132500566592331,0.0545390951626165,0.3249582367063572,0.3557077198087084,0.0935619590815812,0.1229870049519723,0.0166958025607202,0,0.1551755789550819,0.1285039498868374,0.1451158099580349,0.2796456539935072,0.1906934222286151,0.3932146959406126,0.7763470447016101,0.0333028095405181,0.0954274033469115,0.1453147239241314,0.1597826453444593,0.1388398166746269,0,0.2120741246642101,0.2678288838264697,0.1948656399087263,0.4053692718773136,0.3820557160798457,0.0784768735741194,0.1086392751841214,0,0.0572342149236471,0.2510096345104977,0.549583845225166,0,0,0.1269840127313033,0.1302290985212197,0.5984688183921629,0,0.0961336323166779,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
